food_name,calories,carbs,protein,fat
고추장볶음,235,43.37,8.96,4.85
김치볶음,38,4.34,1.2,1.74
김치볶음_돼지고기,167,8.74,8.8,10.42
김치볶음_참치,239,6.21,16.9,16.18
낙지볶음,136,11.29,12.6,4.79
낙지볶음_채소,67,8.11,5.42,1.59
느타리버섯볶음,56,3.18,1.4,4.8
느타리버섯볶음_느타리버섯_채소,46,4.52,1.91,3.1
닭볶음(닭갈비),133,13.79,10.9,3.74
닭볶음(닭갈비)_매운양념,132,13.78,10.95,3.74
돼지고기볶음_김치,95,4.25,7.3,5.18
돼지고기볶음_돼지고기_배추김치,91,3.98,7.21,5.07
돼지고기볶음_돼지고기_버섯,121,7.51,11.58,5.1
돼지고기볶음_돼지고기_오징어,145,7.13,11.22,7.96
돼지고기볶음_돼지고기_채소,117,6.51,11.47,5.04
돼지고기볶음_짜장,203,16.3,13.6,8.96
돼지고기볶음_케찹,166,7.18,19.6,6.06
두부김치,108,5.11,7.8,6.07
떡볶이_간장,168,30.93,4.81,2.93
떡볶이_고추장_어묵,154,32.47,3.65,1.46
떡볶이_소고기,157,25.28,4.1,4.46
떡볶이_모듬,125,24.89,3.2,1.63
마늘쫑볶음,52,5.83,1.3,2.92
마늘쫑볶음_간장,89,8.18,3.0,5.21
마늘쫑볶음_건새우,64,6.55,3.16,2.97
마늘쫑볶음_잔멸치,61,5.85,3.5,3.16
마늘쫑볶음_건어물,71,6.25,7.4,2.16
마파두부,146,7.67,8.8,8.86
멸치볶음,114,5.15,14.9,3.41
멸치볶음_견과류,172,7.45,13.0,10.41
미역줄기볶음,95,6.56,2.5,7.47
삼겹살볶음_세발낙지,241,8.87,9.9,18.59
소고기볶음,237,2.71,10.6,19.41
소고기볶음_고추장,154,7.09,5.7,11.51
소고기볶음_버섯,72,3.97,6.2,3.53
소고기볶음_채소,73,3.97,6.2,3.53
소시지볶음,136,9.04,6.5,8.32
소시지볶음_채소,138,9.03,6.54,8.32
순대볶음,101,12.3,3.16,4.53
순대볶음_채소,100,17.25,1.9,2.77
애호박 볶음,64,4.25,1.1,4.95
어묵볶음,110,10.49,4.7,5.44
어묵볶음_어묵_채소,78,8.9,3.65,3.19
어묵볶음_채소,78,8.88,3.7,3.19
오징어볶음,81,8.08,7.9,1.92
오징어볶음_채소,81,8.08,7.84,1.92
오징어채볶음,163,10.13,16.1,6.75
유산슬,62,3.52,6.8,2.23
잔멸치볶음,130,6.66,10.4,6.51
잔멸치볶음_간장_고추장,109,6.7,11.3,3.89
잔멸치볶음_견과류,120,7.25,7.0,7.15
잔멸치볶음_고추장,231,17.05,17.0,10.22
잔멸치볶음_꽈리고추,90,7.16,7.1,3.61
잔멸치볶음_잔멸치_견과류,120,7.24,7.04,7.14
잔멸치볶음_잔멸치_꽈리고추,90,7.16,7.08,3.61
잔멸치볶음_풋고추,93,5.97,9.6,3.28
잡채_돼지고기,93,14.87,3.02,2.49
잡채_버섯_소고기,129,17.88,3.2,5.54
잡채_소고기,106,16.78,2.84,3.24
파래볶음,61,1.85,1.2,5.95
표고버섯볶음,35,3.96,1.7,2.11
해물볶음,62,3.5,6.8,2.22
햄채소볶음,296,14.04,11.6,21.92
김치 돼지고기볶음,113,4.26,8.1,6.61
돼지고기 피망잡채,95,5.09,9.5,3.95
매운 어묵볶음,90,11.02,5.1,2.93
모듬버섯볶음,69,6.82,3.0,4.56
부추잡채,75,3.89,4.9,4.36
브로콜리 버섯볶음,24,2.99,1.3,1.15
세발낙지볶음,88,8.35,11.6,0.9
소고기채소볶음,198,7.24,8.4,14.99
소시지 케첩볶음,127,5.84,5.4,9.1
양념두부,68,2.99,6.2,3.39
양송이버섯볶음_소고기,84,3.85,4.1,6.3
어묵 감자볶음,208,23.52,8.2,9.12
어묵잡채,128,10.14,6.7,6.55
우엉볶음,65,6.6,1.7,3.72
제육볶음,103,5.33,10.2,4.43
제육볶음_채소,120,6.51,11.4,5.19
제육볶음_오징어,148,7.13,11.2,8.04
콩나물잡채,43,4.04,2.2,2.49
폭찹,124,5.73,12.2,5.35
피망볶음,84,8.08,1.3,5.33
가자미조림,174,7.14,23.9,5.28
감자조림,92,15.95,1.8,2.49
고등어조림,114,6.06,10.2,4.99
고등어조림_무,94,5.02,8.4,4.27
고등어조림_배추김치,104,5.8,7.92,5.38
꽁치조림,131,4.51,18.1,3.58
달걀조림,84,4.63,6.9,3.9
닭도리탕,49,4.2,5.0,1.24
닭조림,111,8.84,10.5,3.63
동태조림,116,4.86,18.8,2.36
두부조림,133,8.15,9.39,6.87
두부조림_돼지고기,175,7.09,14.7,9.37
땅콩조림,268,15.91,12.0,19.42
멸치조림,150,6.5,15.0,6.69
무조림,48,8.69,2.6,0.74
미트볼조림,156,16.1,5.8,8.14
삼치조림,185,8.91,19.0,7.12
어묵조림,166,17.71,8.4,6.88
연근조림,76,15.97,1.32,0.98
오징어조림,66,6.07,8.3,0.93
우엉조림,104,16.51,3.69,2.98
장조림_돼지고기_메추리알,117,4.53,12.37,5.06
쥐포조림,140,16.76,11.9,3.02
코다리조림,68,3.86,10.1,1.18
코다리조림_무,38,2.29,5.5,0.71
고구마조림,167,38.6,2.5,0.59
곤약조림,43,7.17,1.1,1.99
꽈리고추 오징어조림,135,6.39,14.3,5.67
단호박조림,99,21.41,3.1,1.29
닭다리조림,179,9.13,14.0,8.87
돼지고기 장조림,133,5.93,15.4,4.84
돼지고기 장조림_메추리알,127,5.74,13.6,5.01
마늘쫑조림,217,31.38,4.9,10.6
메추리알 돼지고기장조림,118,4.53,12.3,5.18
메추리알 어묵조림,227,22.09,13.3,9.37
메추리알장조림,151,8.89,11.3,6.79
삶은 땅콩 조림,190,21.15,6.8,9.74
새우조림,62,3.21,7.6,1.91
소고기 장조림,230,5.13,29.6,9.02
소고기 장조림_메추리알,152,6.22,14.4,7.12
완자조림,171,13.35,13.9,6.35
임연수조림,144,6.95,15.9,5.54
콩조림,198,22.36,13.5,6.44
감자튀김,114,15.88,2.1,4.78
고구마맛탕,141,25.54,0.75,4.0
고구마튀김,233,31.33,1.48,10.9
김말이튀김,132,19.56,1.1,5.42
다시마튀각,232,20.02,1.4,18.32
닭튀김,183,8.5,9.5,11.67
닭튀김_양념,183,14.94,8.0,9.79
돈가스,148,9.47,9.1,7.61
동태까스_소스,273,19.42,11.6,15.64
떡강정,202,36.43,2.5,5.09
라조기,187,19.08,13.5,5.62
북어강정,320,28.5,13.9,16.4
생선까스,198,10.89,15.3,9.57
탕수육,160,13.14,10.6,6.86
새우튀김,145,16.52,7.1,5.58
오징어튀김,163,9.96,12.2,7.58
가자미튀김,225,5.54,20.7,12.36
고등어튀김,219,8.99,13.5,13.58
김부각,158,20.73,5.7,7.3
깐풍기,156,7.07,16.0,6.22
깻잎튀김,191,17.33,5.4,10.76
느타리버섯튀김,182,15.5,5.0,10.88
닭강정,146,12.02,13.5,4.3
도라지튀김,179,19.21,5.7,8.61
돼지고기강정,174,8.41,14.8,8.44
두부 탕수,123,15.13,4.5,4.82
두부튀김,122,9.65,6.4,6.22
등심돈가스,174,14.56,13.8,5.89
뱅어포튀김,732,34.04,41.2,45.09
새우 탕수,149,12.77,11.0,5.84
소시지튀김,280,18.39,12.3,16.61
식빵튀김,262,37.0,6.0,9.92
어묵튀김,179,15.75,8.4,8.93
연근튀김,209,22.14,4.4,10.93
연어튀김,149,9.66,13.1,5.71
오징어탕수,149,12.99,10.4,6.03
임연수튀김,181,9.29,12.7,9.5
장어튀김,209,6.64,10.2,14.75
참치강정,230,21.18,18.7,7.26
채소튀김,214,25.35,3.4,10.51
가지나물,34,4.34,1.24,1.54
고구마줄기나물,60,3.41,0.8,4.76
고구마줄기나물_고춧가루,27,4.3,1.2,0.69
고구마줄기나물_들깨,39,3.93,1.5,2.09
깻잎나물,33,4.21,2.1,1.33
깻잎나물_깻잎,33,4.36,2.12,1.33
미나리나물_고추장,25,4.83,1.2,0.59
배추나물,53,7.95,2.4,1.7
배추나물_된장,31,3.68,1.67,1.28
숙주나물,26,2.46,1.7,1.45
숙주나물_숙주,21,1.77,1.23,1.3
숙주나물_숙주_채소,19,1.89,1.12,0.97
숙주나물_미나리,17,1.78,1.1,0.9
숙주미나리나물,17,1.79,1.07,0.9
시금치나물,27,3.02,1.6,1.31
시금치나물_간장,41,5.69,3.0,1.42
시금치나물_간장_소금,27,3.09,1.58,1.31
시금치나물_고추장,35,5.81,1.71,1.13
시래기나물,58,10.49,2.0,1.65
열무나물_간장,34,5.4,2.9,0.7
열무나물_된장,36,3.65,2.18,1.76
유채나물,50,5.6,4.4,2.12
참나물,17,2.02,0.75,0.81
취나물_간장_소금,25,3.42,0.97,1.15
취나물_된장,29,4.7,1.36,0.91
취나물무침,29,4.69,1.4,0.91
취나물무침_간장,25,3.32,1.0,1.15
콩나물무침_고춧가루,23,2.05,2.0,1.24
콩나물무침_콩나물_고춧가루,23,2.07,1.98,1.24
콩나물무침_고추,29,2.65,2.6,1.54
콩나물무침_당근,27,2.9,2.3,1.25
콩나물무침_당근_시금치,23,2.15,2.1,1.17
콩나물무침_부추,23,2.26,2.1,1.15
콩나물무침_소금,23,2.22,1.9,1.17
콩나물무침_시금치,21,1.82,2.0,1.12
톳나물_두부,52,6.75,3.7,1.95
고사리나물,43,2.08,1.6,3.48
고춧잎나물,101,12.51,6.9,4.21
근대나물,50,4.49,2.5,2.87
도라지나물,39,4.76,0.7,2.09
머위나물_소금,30,3.05,2.2,1.42
모듬배추나물_된장,31,3.69,1.7,1.28
무나물,36,3.77,0.7,2.13
부추나물,18,1.99,1.2,0.88
비름나물,28,4.1,1.9,0.99
비름나물_간장,24,2.78,1.7,1.08
비름나물_된장,28,3.56,2.2,1.05
비름나물_소금,47,4.36,2.7,2.68
쑥갓나물,19,1.85,1.3,0.95
쑥갓나물_고춧가루,45,4.37,2.7,2.31
쑥갓나물_두부,33,2.23,3.1,1.48
애호박나물,37,5.51,1.3,1.44
양배추나물,71,8.69,2.2,3.76
오이나물,73,2.94,1.3,6.48
갑오징어무침,50,5.89,5.31,0.74
골뱅이무침,118,10.06,17.2,1.18
골뱅이무침_채소,60,9.16,5.06,0.74
골뱅이무침_채소_소면,87,15.19,5.01,0.71
과일샐러드,65,7.84,0.53,3.8
김무침,86,8.54,7.12,6.46
노각무침,66,9.58,2.2,2.85
느타리버섯무침,39,6.75,2.16,1.52
다시마무침,61,7.02,3.1,3.39
단무지무침,34,3.97,0.9,1.67
더덕무침,111,20.64,2.3,2.76
도라지생채,78,17.75,2.0,0.77
도라지생채_오이,40,8.9,1.11,0.42
도라지생채_오징어채,92,10.58,9.61,1.4
도토리묵무침,56,12.04,0.6,0.59
도토리묵무침_채소,62,11.13,1.44,1.62
마늘쫑무침,76,17.92,2.5,1.21
무말랭이무침,124,24.6,2.8,2.08
무생채,40,8.15,1.1,0.67
무생채_식초,40,8.15,1.09,0.67
무생채_액젓,38,7.08,1.3,0.83
미나리무침_고추장,19,3.54,0.8,0.5
배추 겉절이,30,5.29,1.5,0.79
부추무침,59,8.31,2.9,2.22
상추 겉절이,29,4.02,1.16,1.2
상추 겉절이,29,3.98,1.2,1.2
오이무침,60,8.13,1.8,2.85
오이무침_양파,26,5.26,1.1,0.47
오이무침_달래,36,6.7,1.2,0.97
오이생채_부추,24,4.32,1.0,0.54
오이생채_오이,26,5.27,1.1,0.47
오이생채_오이_달래,36,6.7,1.22,0.97
오이생채_오이_부추,23,4.32,1.04,0.54
오이생채_고추장,31,6.38,1.3,0.44
오이지무침,23,3.21,0.59,1.02
오징어무침,83,8.03,9.7,1.49
오징어무침_채소,63,7.25,6.91,0.85
오징어무침_미나리,107,10.98,13.0,1.53
오징어채무침,355,19.55,47.5,8.95
참나물 겉절이,17,2.43,0.8,0.72
참나물 겉절이_단감,22,3.41,1.0,0.75
청포묵 무침,57,6.86,2.17,2.7
청포묵 무침,57,6.76,2.2,2.72
치커리 겉절이,58,6.04,2.9,3.0
탕평채,65,6.6,2.4,3.25
파래무침,30,3.64,2.3,1.7
파래무침_무,36,5.29,1.8,1.61
파무침,38,4.32,1.6,1.97
풋고추된장무침,45,7.94,1.9,0.92
감자샐러드,161,15.59,2.7,9.97
감자샐러드_당근,77,8.31,1.2,4.49
겨자채,128,4.27,7.3,8.76
닭고기 샐러드,88,2.82,6.7,5.55
닭튀김 샐러드,79,3.98,3.8,5.3
돌나물무침,41,8.81,1.4,0.53
마늘쫑장아찌무침,79,17.7,1.3,0.58
마카로니 샐러드,138,13.76,2.4,7.98
멕시컨샐러드,93,3.2,4.6,7.07
문어무침,70,5.34,8.0,2.19
미나리 초무침,49,7.89,2.1,1.76
미역 오이무침,57,14.77,1.9,0.36
뱅어포무침,411,11.5,48.3,17.88
부추 초무침,23,3.66,1.1,0.78
브로콜리 두부무침,35,6.17,2.0,0.72
브로콜리 채소무침,34,7.21,1.7,0.35
브로콜리무침,32,7.01,1.6,0.25
삼색냉채,76,7.48,6.4,2.29
새싹 샐러드,117,5.01,1.4,10.6
쑥갓무침,40,4.01,2.5,1.96
양배추 겉절이,46,7.87,2.0,1.38
양배추 사과 샐러드,136,10.14,0.8,10.74
양배추부추무침,41,8.08,2.2,0.65
양배추오이  샐러드,188,8.2,1.8,17.09
양상추 샐러드,79,4.72,1.7,6.14
열무 겉절이,25,4.78,1.6,0.26
오이 도라지 생채,40,8.9,1.1,0.42
오이고추 된장무침,32,5.18,1.4,0.91
오징어미역초무침,87,5.24,15.0,1.72
옥수수샐러드,130,17.53,1.4,6.36
유채무침,60,12.47,3.4,0.67
쥐포무침,339,36.45,29.4,8.46
참나물 무침_된장,15,1.85,0.7,0.71
참치 샐러드,245,2.86,17.6,17.78
천사채무침,73,2.95,3.3,5.51
콩나물 느타리무침,45,4.25,3.0,2.8
콩나물냉채,27,4.05,2.1,0.79
콩나물냉채_오이,58,9.5,4.0,1.28
해파리냉채,49,8.52,2.5,0.79
햄샐러드,107,13.49,3.6,4.4
깍두기,23,4.59,1.1,0.27
깻잎김치,41,7.13,3.2,0.79
보쌈김치,47,6.64,2.5,1.4
오이김치,39,7.77,2.6,0.29
짜장소스,101,12.86,4.3,3.71
카레소스,70,9.75,2.7,2.33
고춧가루 양념장,140,14.39,5.9,7.19
쌈장,142,20.14,6.5,4.55
양념초장,134,21.8,10.4,1.03
초간장,73,12.19,6.1,0.0
팥빙수,99,20.99,2.2,0.82
딸기바나나 스무디,54,11.75,1.1,0.68
미숫가루(선식)음료,128,27.73,2.9,1.1
수박화채,42,7.79,1.2,0.87
계란 덮밥,152,21.33,4.7,4.85
곤드레밥,124,26.8,2.2,0.94
기장밥,121,26.3,2.23,0.16
기장밥_찹쌀,121,25.97,2.3,0.36
김밥_참치,129,18.06,6.0,3.31
김밥_채소,102,18.05,3.5,1.58
돼지고기 덮밥,165,26.17,7.92,2.72
돼지고기 덮밥,168,25.91,8.0,3.12
보리밥,120,26.31,2.2,0.16
볶음밥_계란,164,27.0,5.7,3.11
볶음밥_김치_돼지고기,193,35.17,5.2,2.89
볶음밥_배추김치_돼지고기,113,19.46,4.05,1.83
볶음밥_새우,85,14.55,3.0,1.45
볶음밥_소고기,119,17.54,3.1,3.72
볶음밥_참치_김치,150,22.82,7.2,2.61
볶음밥_채소,115,21.37,2.9,1.69
볶음밥_해물,106,15.37,5.3,2.19
볶음밥_햄,218,38.65,4.8,4.19
비빔밥,171,27.21,5.0,4.52
비빔밥_돼지고기_양념장,90,16.24,3.3,1.25
비빔밥_소고기_양념장,79,14.43,2.51,1.22
비빔밥_열무,142,24.52,3.4,2.88
비빔밥_열무_양념장,114,22.09,3.33,1.29
비빔밥_참치,120,15.61,5.5,3.63
비빔밥_참치_양념장,83,15.66,3.31,0.66
수수밥,118,25.82,2.17,0.16
쌀밥,120,25.79,2.2,0.34
알밥,86,15.67,2.3,1.45
영양돌솥밥,114,24.87,2.4,0.29
오므라이스,106,18.49,2.9,1.88
율무밥,118,25.56,2.23,0.17
잡곡밥_보리,137,28.75,3.1,0.65
잡곡밥_보리_흑미,135,28.32,3.0,0.62
잡곡밥_현미,133,27.88,3.0,0.65
잡채밥,102,18.82,2.9,1.31
주먹밥,135,25.52,2.3,2.09
짜장밥,140,26.91,4.03,1.38
차조밥,119,25.81,2.18,0.19
찰밥,120,25.75,2.2,0.34
카레라이스_돼지고기,167,30.95,4.8,2.47
카레라이스_돼지고기_모듬채소,99,18.44,2.7,1.52
콩나물밥_소고기,160,30.68,5.1,1.48
콩나물밥_양념장,112,21.33,3.55,1.2
하이라이스,120,22.08,3.3,1.69
현미밥,118,25.4,2.2,0.36
현미밥_쌀,118,25.73,2.12,0.17
흑미밥,118,25.78,2.1,0.16
흑미밥_찹쌀,121,26.51,2.19,0.16
강낭콩밥,111,24.21,2.2,0.15
검정콩밥,120,25.15,2.6,0.54
검정콩밥_보리,143,29.94,3.2,0.66
고구마밥,139,30.44,2.3,0.35
김치 볶음밥_모듬,129,21.49,3.8,2.69
낙지 덮밥,92,16.1,3.8,1.23
낙지 비빔밥,88,14.72,4.3,1.31
닭고기 덮밥,102,17.33,5.6,0.72
밤밥,152,32.65,3.4,0.23
소고기 덮밥,120,18.92,3.3,3.07
옥수수밥,113,24.39,2.1,0.34
완두콩밥,114,24.42,2.2,0.33
장어 덮밥,95,15.04,3.5,1.99
채소밥,114,23.06,2.6,0.91
팥밥,119,25.86,2.3,0.14
혼합잡곡밥,118,24.68,2.6,0.5
피자,219,23.36,12.1,7.94
햄버거,229,19.35,8.0,12.79
햄버거_치킨,123,13.92,7.5,4.06
호떡,147,20.14,2.7,5.91
소고기 샌드위치,203,19.7,6.9,10.61
트위스터 샌드위치,56,3.47,3.6,2.95
핫케이크,193,30.48,4.7,5.18
햄샌드위치_치즈,252,26.33,8.3,12.58
국수_열무김치,120,20.39,3.8,2.13
떡국_달걀,85,17.9,2.1,0.62
떡국_소고기,99,17.72,3.44,1.8
떡국_소고기_달걀,99,17.72,3.4,1.8
떡만두국,86,16.74,2.5,1.07
떡만두국_고기만두,67,10.7,2.67,1.59
라면,169,24.49,4.1,5.77
만두국_고기만두,59,7.09,3.02,2.15
비빔국수,188,30.64,6.4,3.9
수제비_감자,88,17.65,2.9,0.27
스파게티,163,26.23,5.4,4.08
쌀국수,66,12.66,2.2,0.77
우동,61,11.24,1.81,0.8
자장면,114,20.92,4.03,1.2
잔치국수,66,11.84,2.34,0.9
짬뽕,73,11.93,2.8,1.27
쫄면,113,23.35,3.23,0.71
칼국수,97,20.03,2.7,0.29
칼국수_해물,78,14.74,3.1,0.39
고기만두,99,14.13,6.1,1.63
군만두,219,25.22,8.5,9.25
김치 고기만두,294,42.38,16.2,5.26
김치만두,76,7.9,5.9,2.05
막국수,216,43.29,8.3,0.71
만두탕수,88,11.38,3.0,3.38
모밀국수,126,25.31,4.8,0.42
물냉면,83,14.21,4.2,0.83
물만두,98,13.04,6.6,2.42
볶음 우동,80,9.69,3.3,2.86
어묵 우동,61,11.21,1.8,0.8
장국국수,144,21.12,6.4,3.06
짜장면,105,20.9,4.0,1.25
치즈 스파게티_해물,99,15.18,4.5,2.09
닭죽,112,15.7,5.7,2.58
닭죽_채소,115,14.34,6.99,2.96
소고기버섯죽,99,15.03,2.7,2.89
참치죽,60,8.45,2.4,1.8
팥죽,121,24.91,4.3,0.27
호박죽,38,8.79,0.7,0.06
감자스프,85,8.13,2.9,4.45
흰죽,64,13.49,1.2,0.28
갈비탕,33,0.56,1.8,2.46
감자국,22,4.09,1.5,0.1
곰탕,68,6.95,3.5,2.62
굴국_두부,19,0.97,2.0,0.68
김치국_김치_콩나물,12,1.65,1.09,0.31
김치국_두부,18,1.7,1.6,0.51
김치국_콩나물,8,1.08,0.6,0.18
달걀국,22,1.12,2.07,0.98
닭고기육개장,43,1.96,4.35,2.06
닭곰탕,59,4.06,5.18,2.36
된장국_근대,14,1.92,1.02,0.36
된장국_미역,16,1.72,1.35,0.61
된장국_시금치,15,2.2,1.18,0.33
된장국_시래기,17,2.39,1.14,0.5
된장국_아욱,16,2.46,1.18,0.33
된장국_얼갈이배추,14,1.76,1.02,0.42
된장국_유부,26,2.03,1.72,1.3
들깨국,15,1.68,0.68,0.77
무국_들깨,15,1.6,0.7,0.77
무국_소고기,26,0.99,1.9,1.66
무국_소고기_두부,27,0.92,2.0,1.58
무국_어묵,22,2.62,1.9,0.4
미소된장국,26,2.35,1.99,1.18
미역국,7,0.88,0.8,0.33
미역국_들깨,17,1.29,0.75,1.21
미역국_북어,11,0.81,1.8,0.26
미역국_소고기,23,0.67,1.84,1.54
배추국,9,0.89,1.3,0.1
배추국_들깨,21,1.85,1.1,1.26
북어국_무,18,1.07,2.23,0.48
북어국_무_두부,20,0.65,2.6,0.73
북어국_콩나물,18,1.09,2.42,0.52
북어국_달걀,32,0.89,4.9,0.91
삼계탕,80,3.54,7.32,3.85
새우탕,40,2.51,6.2,0.56
소고기육개장,32,2.09,2.59,1.68
순대국,25,1.56,2.0,1.28
어묵국(어묵탕)_고춧가루,30,4.31,1.93,0.69
오이냉국_미역,7,1.32,0.7,0.18
오징어국,24,1.63,3.6,0.4
유부국,17,1.13,1.08,1.02
육개장_닭고기,44,1.83,4.4,2.07
육개장_소고기,33,1.96,2.6,1.71
육개장_돼지고기,45,3.65,5.9,1.04
콩나물국_고춧가루,7,0.94,0.9,0.23
콩나물국_무,6,0.75,0.7,0.2
콩나물국_콩나물_소고기,31,1.75,2.51,1.66
콩나물국_콩나물만,7,1.01,0.85,0.23
콩나물국_청양고추,8,0.97,0.9,0.25
감자 된장국_두부,32,4.0,2.4,0.77
건새우 미역국,28,1.02,3.8,1.03
고디국(다슬기맑은국),17,1.58,1.4,0.71
근대 된장국,14,1.92,1.0,0.36
김치 콩나물국,10,1.28,1.1,0.19
동태국,21,1.36,3.4,0.18
냉이 된장국,15,1.72,1.3,0.42
다슬기 된장국,22,2.48,2.1,0.67
달래 된장국,38,2.57,3.0,1.85
닭고기 미역국,21,0.71,3.2,0.74
두부 달걀탕,37,1.73,3.7,1.68
두부 된장국,26,2.12,2.3,0.99
두부국,31,1.25,2.5,1.64
메밀묵국,61,11.24,1.5,1.22
무 된장국,18,2.11,1.6,0.41
무 북어국,18,0.95,2.4,0.5
바지락 미역국,13,1.22,1.9,0.28
바지락국,17,0.74,2.2,0.52
배추 된장국,13,1.8,0.9,0.29
배추 된장국_소고기,30,1.92,2.0,1.63
뼈다귀해장국,21,0.96,2.7,0.63
소고기 무국,23,0.53,1.6,1.49
소고기 미역국,23,0.56,1.9,1.55
소고기국_무_당면,34,2.92,1.8,1.67
시금치 된장국,15,2.19,1.2,0.33
시래기 된장국,17,2.36,1.1,0.5
쑥 된장국,25,2.81,2.2,0.72
아욱 된장국,16,2.45,1.2,0.33
애호박 감자된장국_바지락,23,3.16,1.9,0.32
어묵국,43,5.53,3.3,0.99
어묵탕,30,3.92,2.1,0.73
어묵탕_고춧가루,29,4.23,1.9,0.69
얼갈이 된장국,14,1.76,1.0,0.42
열무 된장국,20,2.14,2.1,0.51
올갱이해장국,41,3.45,4.0,1.36
조개 미역국,11,0.97,1.5,0.24
콩나물 선짓국_낙지,21,1.79,3.1,0.34
콩나물 황태국,30,0.99,4.6,0.87
해물 된장국,36,1.85,5.3,0.76
호박 된장국,17,2.17,1.2,0.4
홍합 무국,19,1.36,2.7,0.24
홍합 미역국,17,1.05,1.8,0.77
홍합국(홍합탕),17,0.75,2.8,0.24
갈치찌개,39,2.39,3.9,1.56
감자탕,65,4.5,4.59,3.34
고추장찌개_두부,49,6.96,3.19,1.27
김치찌개,19,2.33,1.2,0.53
김치찌개_돼지고기_두부,41,2.35,4.1,1.62
김치찌개_참치,36,2.28,4.61,0.98
김치찌개_햄,39,3.27,2.8,1.74
꽃게탕,23,2.25,2.8,0.41
동태찌개,24,2.61,3.2,0.19
된장찌개,46,5.63,3.6,1.2
된장찌개_소고기,44,4.95,2.7,1.52
된장찌개_우렁,41,3.54,4.0,1.35
된장찌개_모듬채소,37,4.68,2.6,0.99
된장찌개_호박,39,3.8,3.8,1.01
두부찌개_굴,21,1.51,2.1,0.7
버섯전골,36,3.22,2.6,1.81
버섯찌개,32,4.27,2.2,1.32
부대찌개,57,5.33,4.83,1.89
불낙전골,37,1.3,3.5,2.02
오리탕,79,7.73,3.9,3.53
청국장찌개_배추김치,29,3.09,2.54,0.88
추어탕,26,2.36,2.65,0.77
감자 소고기찌개,52,4.05,3.4,2.45
김치 청국장찌개,30,3.2,2.6,0.9
김치순두부,42,1.54,4.7,1.8
김치순두부_바지락,50,2.48,5.7,1.78
김치순두부_해물,35,1.65,4.0,1.36
대구지리,19,1.02,3.4,0.25
동태 매운탕,25,1.98,3.3,0.5
돼지갈비전골,227,5.07,16.6,15.14
두부 청국장찌개_김치,44,3.01,4.7,1.4
버섯 매운탕,45,6.93,2.4,1.36
어묵 매운탕,40,5.86,2.8,0.84
참치찌개,45,3.11,5.8,1.06
김치찜_돼지고기,77,2.63,7.11,4.05
깻잎찜,59,8.23,4.0,1.82
달걀찜,119,1.66,11.1,7.01
달걀찜_당근,69,2.3,6.12,3.6
달걀찜_새우젓,71,0.83,6.5,4.32
닭찜_간장,109,8.11,9.2,4.31
닭찜_매운양념,114,8.71,9.11,4.73
돼지갈비찜,140,5.91,10.7,7.71
돼지갈비찜_매운양념_채소,130,7.41,10.22,6.6
돼지갈비찜_매운양념_채소_떡,143,11.58,9.8,6.3
돼지갈비찜_채소,137,5.92,10.75,7.64
돼지갈비찜_채소_떡,143,10.12,10.28,6.66
돼지고기찜,109,8.89,10.82,3.25
소갈비찜,238,7.91,12.8,16.8
순대,165,20.61,5.5,6.55
코다리찜,46,3.74,6.0,0.9
돼지사태찜,109,8.89,10.8,3.25
소사태찜,137,10.44,12.6,4.65
연두부찜,76,6.35,4.6,3.58
제육(돼지고기 수육),150,1.2,18.7,7.12
가자미구이,127,1.65,14.41,6.46
갈치구이,117,3.05,9.59,6.95
갈치구이_기름,118,3.05,9.6,6.95
감자구이,81,12.44,1.5,2.91
고등어구이,176,3.9,12.28,11.84
고등어구이_기름,177,3.9,12.3,11.84
고등어구이_카레,190,6.42,14.0,11.63
굴비구이,524,0.6,59.2,29.72
꼬치구이_닭고기,115,0.75,23.4,1.36
꽁치구이,215,2.18,25.4,10.72
닭구이,110,3.31,10.59,5.71
닭날개구이,121,3.77,11.12,6.51
닭다리구이,88,2.18,8.72,4.72
돼지갈비구이,132,6.57,8.0,7.78
돼지불고기_간장,79,4.15,8.88,2.89
돼지불고기_고추장,83,5.48,8.98,2.88
돼지불고기_버섯,82,4.14,8.8,3.17
런천미트구이,303,11.08,21.6,19.1
삼치구이,77,2.15,8.96,3.31
소불고기,289,4.8,13.4,22.87
소불고기_버섯,86,4.38,8.68,3.76
연어구이,223,0.32,26.8,11.68
오리고기로스,169,0.78,29.7,4.37
오리불고기,81,7.36,9.62,1.54
임연수구이,256,0.71,26.4,15.09
조기구이,205,4.15,22.9,9.81
치킨데리야끼,142,5.56,25.4,1.55
콘치즈구이,105,15.24,2.3,3.81
함박스테이크,250,16.12,22.0,9.85
감자그라탕,138,13.03,4.1,7.81
돼지고기 스테이크,183,8.99,21.8,5.85
베이컨떡말이구이,239,29.9,6.3,10.55
북어구이,287,10.53,46.5,5.91
삼치 카레구이,213,3.71,27.1,9.05
새송이버섯 구이,58,4.17,1.6,4.81
소갈비 구이,210,6.33,10.2,15.23
소등심 스테이크,223,3.3,10.6,18.22
소등심구이,311,0.26,15.9,26.79
우럭구이,207,0.84,25.1,10.51
장어 양념구이,331,16.89,16.5,21.39
햄구이,260,3.34,17.8,19.52
가지전,37,3.68,1.1,1.99
감자전,41,6.2,0.8,1.42
김치전_해물,68,7.52,2.9,2.62
김치전_오징어,162,20.48,5.5,5.81
